DTXSID,Preferred Name,CASRN,QC Level,ToxCast: # Active,ToxCast: Total,Molecular Formula,Monoisotopic Mass,Hit Call,Continuous Hit Call,Top,Scaled Top,AC50,Log AC50
DTXSID9020374,"p,p'-DDE",72-55-9,1,232,712,C14H8Cl4,315.9380111,Active,0.9999643024721403,1.7405197267777943,2.7839988327353087,5.026297039615339,0.7012481505625522
DTXSID0032316,"4-Chloro-3,5-dimethylphenol",88-04-0,1,53,409,C8H9ClO,156.0341926,Active,0.9998310382894344,1.7642942984448513,2.8220267727532033,27.592536210751312,1.4407916211646286
DTXSID0032572,Prallethrin,23031-36-9,1,218,792,C19H24O3,300.172544633,Inactive,0.0,0.55415103920438,0.8863765360247539,25.715448234782336,1.4101940987211177
DTXSID1027926,n-Dodecylphenol,27193-86-8,1,202,406,C18H30O,,Active,0.9999999760066653,1.6654533502627749,2.66392854488952,0.561242494837314,-0.2508494535120655
DTXSID8022080,"2,4,6-Triiodophenol",609-23-4,1,125,348,C6H3I3O,471.7318,Active,0.9378701680220788,1.264493257932487,2.022584231551856,3.1079497620732197,0.49247399010612275
DTXSID8022111,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,1,120,743,C9H9Cl2NO,217.0061193,Active,0.9890268839612752,1.0717725710715234,1.7143233374003433,82.6874844249857,1.9174397797278766
DTXSID8022292,Permethrin,52645-53-1,1,103,803,C21H20Cl2O3,390.0789499,Active,0.9999109722038493,1.640044746605836,2.6232869354701847,7.478818503894024,0.8738329938847889
DTXSID9020160,Bifenthrin,82657-04-3,1,149,825,C23H22ClF3O2,422.1260421,Active,0.9999997023158376,1.8788452222110323,3.0052534453081843,26.07983921517074,1.4163049095990172
DTXSID9020299,Chlorobenzilate,510-15-6,1,222,627,C16H14Cl2O3,324.0319997,Active,0.9972547502195146,1.7753000615250178,2.8396307281104165,33.35,1.523095838252568
DTXSID9020372,Mitotane,53-19-0,1,160,417,C14H10Cl4,317.9536611,Active,0.9999997885682984,2.20152742647465,3.5213905888253496,3.5758462342306685,0.5533788353305611
DTXSID9020827,Methoxychlor,72-43-5,1,233,840,C16H15Cl3O2,344.0137628,Active,0.9999863002700544,2.5046602731124423,4.006258113289257,12.07470508716257,1.0818765323360113
DTXSID9022310,Daidzein,486-66-8,1,101,668,C15H10O4,254.057908802,Active,0.9999984694095377,1.9198065089973042,3.0707719067458097,0.5301550432513925,-0.27559710288668854
DTXSID9023380,Norethindrone,68-22-4,1,156,677,C20H26O2,298.193280077,Active,0.9999999901529771,3.0869969375363135,4.937718164601853,0.034868342815514736,-1.4575686928069853
DTXSID9032379,Dithiopyr,97886-45-8,1,153,708,C15H16F5NO2S2,401.054261922,Active,0.999999995383156,1.3334023978525993,2.1328058866993924,3.0504719827962834,0.48436704054858337
DTXSID1029170,4-Methylpent-3-en-2-one,141-79-7,1,11,391,C6H10O,98.073164942,Inactive,-1.465417421673008e-11,-0.23273338429126325,0.3722620664604129,0.0025394627831687197,-2.5952581475461125
DTXSID1032519,Acibenzolar-S-methyl,135158-54-2,1,49,791,C8H6N2OS2,209.992155169,Inactive,0.034637850916193966,0.5638523055213619,0.9018939206811932,48.85685903926087,1.6889255431580004
DTXSID1032648,Z-Tetrachlorvinphos,22248-79-9,1,144,515,C10H9Cl4O4P,363.8992566,Active,0.9999993870582636,2.2036129865131295,3.5247264870765433,9.68090900954401,0.9859161382272086
DTXSID1033664,17-Methyltestosterone,58-18-4,1,160,708,C20H30O2,302.224580206,Active,0.999999999413618,2.790392717682616,4.463293319451862,0.000744240275255175,-3.128286831428444
DTXSID1038298,1-Hydroxypyrene,5315-79-7,1,238,690,C16H10O,218.073164942,Active,0.9999986022826973,1.1130898585947393,1.780411229692935,1.9065824628120747,0.28025559396308386
DTXSID2020347,Coumaphos,56-72-4,1,197,818,C14H16ClO5PS,362.0144595,Active,0.9942535381056926,0.8036653464433761,1.2854800505767652,5.3221581759373375,0.7260877777531246
DTXSID2032390,Fenarimol,60168-88-9,1,291,791,C17H12Cl2N2O,330.0326684,Active,0.9999766931154543,1.8679631383307134,2.9878473174979456,0.9414755552874987,-0.026190951634114838
DTXSID2032398,Fludioxonil,131341-86-1,1,234,746,C12H6F2N2O2,248.039733767,Active,0.999973934306085,2.037798438887376,3.2595025427922484,1.5081925603452115,0.1784567941574185
DTXSID2032500,Triflumizole,68694-11-1,1,391,805,C15H15ClF3N3O,345.0855743,Inactive,-0.05810216361930404,-0.47382925411464827,0.7579001088445765,60.520490901968934,1.7819024420734162
DTXSID2040363,Diniconazole,83657-24-3,1,306,736,C15H17Cl2N3O,325.0748676,Active,0.9999997899999383,1.6018094294891987,2.5621287212975434,13.198788161383137,1.1205340585555288
DTXSID2040733,Triphenyltin chloride,639-58-7,1,245,386,C18H15ClSn,385.98843,Inactive,0.08558839171829477,0.4184122295660767,0.6692593831559881,0.925,-0.03385826726096737
DTXSID3027403,Tributyltin chloride,1461-22-9,1,557,828,C12H27ClSn,326.082331,Inactive,7.55842041279076e-09,0.4585672001435468,0.7334881244315355,0.2694063838693605,-0.569592117423769
DTXSID5032498,Triclosan,3380-34-5,1,374,882,C12H7Cl3O2,287.9511626,Active,0.9997965650844727,3.447660920455264,5.514607982055909,8.981114655848998,0.9533302407700661
DTXSID5032573,Pyridaben,96489-71-3,1,298,826,C19H25ClN2OS,364.1376123,Inactive,0.2547715540637435,0.6504935345490521,1.0404784347024103,3.741277648828535,0.5730199393876514
DTXSID5035957,Cyfluthrin,68359-37-5,1,137,823,C22H18Cl2FNO3,433.064777,Inactive,0.06722774402408631,0.48994175682024177,0.7836724043461394,0.024562597272682778,-1.6097257123861175
DTXSID6020307,Chloromethyl methyl ether,107-30-2,1,19,388,C2H5ClO,80.0028925,Inactive,3.5927181743602846e-07,0.2933198722528633,0.46917146034409407,5.68052187216025,0.7543882363779364
DTXSID6027345,Triphenylborane,960-71-4,1,75,409,C18H15B,242.12668,Active,0.9999998431790142,1.3223785009763247,2.115172925944297,3.4270137617769336,0.5349158484192988
DTXSID6028022,1-(Bromomethyl)-3-phenoxybenzene,51632-16-7,1,54,405,C13H11BrO,261.999328,Active,0.9999999994760573,1.5055640355890705,2.4081821384741735,17.87912738989713,1.2523463187663646
DTXSID6032562,Octylbicycloheptenedicarboximide,113-48-4,1,183,782,C17H25NO2,275.188529049,Active,0.9993683004755876,1.0162335221029473,1.6254874310208203,2.559687147459894,0.40818688779829326
DTXSID6034186,Spironolactone,52-01-7,1,219,692,C24H32O4S,416.202130684,Inactive,0.009464441786009888,0.546766400867081,0.8745646477738385,20.489390696244108,1.3115290437504639
DTXSID7027756,3-Phenoxybenzenemethanol,13826-35-2,1,49,411,C13H12O2,200.083729626,Active,0.9998969610087753,1.4265022496702668,2.2817211071364816,10.51346978146355,1.0217460707620114
DTXSID7029611,Ethylenebis(oxyethylene) dibenzoate,120-56-9,1,18,392,C20H22O6,358.141638428,Active,0.9996404320063723,0.8265339186898095,1.3220588249858654,26.688949603795322,1.4263314816087014
DTXSID7032004,Flutamide,13311-84-7,1,208,723,C11H11F3N2O3,276.072176711,Active,0.999999767321833,1.328240225388463,2.124548880534263,27.215152953056815,1.4348107794571308
DTXSID7032553,Flumetralin,62924-70-3,1,167,694,C16H12ClF4N3O4,421.0452462,Active,0.999999928118417,1.6392050991415124,2.621943901246198,1.4928803529431889,0.1740250025416726
DTXSID7034674,Ipconazole,125225-28-7,1,176,414,C18H24ClN3O,333.1607901,Active,0.9927432221256417,0.9792938420494967,1.56640161626777,7.953940437797141,0.9005823344959655
DTXSID7037717,Bisphenol AF,1478-61-1,1,417,807,C15H10F6O2,336.05849854,Active,0.9999994658514321,1.9184162586947417,3.0685481714097502,0.3329878632216991,-0.4775715954183072
DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",88-58-4,1,255,686,C14H22O2,222.161979948,Inactive,1.536290690003662e-08,0.28592417946843673,0.457341890266638,3.5037978667438194,0.5445390438745026
DTXSID9032113,Tebuconazole,107534-96-3,1,180,746,C16H22ClN3O,307.14514,Inactive,0.002378224928093038,0.49971828007181274,0.7993101640921729,8.652976258202418,0.9371655121114472
DTXSID9032531,Bromuconazole,116255-48-2,1,110,437,C13H12BrCl2N3O,374.95408,Active,0.999569796428666,1.2445786040731006,1.9907303132963592,4.433954102727123,0.6467911932810605
DTXSID9032589,Bromadiolone,28772-56-7,1,210,489,C30H23BrO4,526.077972,Inactive,-0.1485121705026414,-0.5615028945917561,0.8981359872403888,6.280155549332869,0.79797040064489
DTXSID9033923,Procymidone,32809-16-8,1,63,696,C13H11Cl2NO2,283.016684,Active,0.9984578846825549,1.3080580194967402,2.0922670070339846,38.804083311547025,1.5888774283355767
DTXSID9040716,4-(2-Methylbutan-2-yl)cyclohexanol,5349-51-9,1,30,648,C11H22O,170.167065328,Inactive,0.4114763829222333,0.6618133867622749,1.0585847824004573,10.0,1.0
