DTXSID,Preferred Name,CASRN,QC Level,ToxCast: # Active,ToxCast: Total,Molecular Formula,Monoisotopic Mass,Hit Call,Continuous Hit Call,Top,Scaled Top,AC50,Log AC50
DTXSID3021986,Tributyl phosphate,126-73-8,1,93,771,C12H27O4P,266.164696347,Active,0.9993342688674296,0.8242174206376132,1.3183535364021575,7.139270472186038,0.8536538355729375
DTXSID4020618,"4-(5,6,7,8-Tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile monohydrochloride",102676-31-3,1,24,405,C14H14ClN3,259.0876252,Inactive,-0.6985849219411578,-0.7525687093624047,1.2037498778004558,1.893875801704429,0.2773514950458144
DTXSID4021395,Trifluralin,1582-09-8,1,99,762,C13H16F3N3O4,335.109290496,Active,0.9999998812620826,1.2655364115284073,2.024252778221409,18.77211209971269,1.2735131389850172
DTXSID4024359,"2,4,5-Trichlorophenol",95-95-4,1,159,661,C6H3Cl3O,195.9249478,Active,0.999999920862757,1.9832339827858148,3.1722255187180606,15.783933705272798,1.1982152481504533
DTXSID4028880,Triphenyl phosphates isopropylated,68937-41-7,1,187,550,,,Active,0.9999993076322653,1.1624757579702356,1.8594050406217542,0.8190966554971946,-0.0866648473576692
DTXSID5020154,Clorophene,120-32-1,1,340,868,C13H11ClO,218.0498427,Active,0.9999972647160243,1.1893582361873682,1.9024041441803687,5.450793934109521,0.7364597639446372
DTXSID5020366,Cyproterone acetate,427-51-0,1,176,698,C24H29ClO4,416.1754371,Inactive,0.09182555387001493,0.5860724594746711,0.9374355360489973,27.882054980198987,1.4453247792420219
DTXSID5020576,17alpha-Ethinylestradiol,57-63-6,1,220,734,C20H24O2,296.177630013,Active,0.9999999999999954,3.2663000241321143,5.224517317813793,2.94344757658813e-05,-4.531143694657738
DTXSID5020607,Di(2-ethylhexyl) phthalate,117-81-7,1,88,813,C24H38O4,390.277009704,Inactive,7.703604772867198e-13,0.41581646427200647,0.6651074005972355,24.32866023694796,1.3861181932825917
DTXSID5021126,Phenothiazine,92-84-2,1,112,669,C12H9NS,199.045570468,Active,0.9999643323284341,1.6321932706013145,2.610728330304414,8.418235061503546,0.9252210483410387
DTXSID5021209,6-Propyl-2-thiouracil,51-52-5,1,26,720,C7H10N2OS,170.051384124,Inactive,4.306440819917502e-06,0.1990828117737035,0.3184372501320189,100.0,2.0
DTXSID5022308,Genistein,446-72-0,1,188,671,C15H10O5,270.052823422,Active,0.9999999195812299,2.1284766710277068,3.4045443303395437,0.04539414126639857,-1.3430001951574946
DTXSID6020220,tert-Butylhydroquinone,1948-33-0,1,202,728,C10H14O2,166.099379691,Active,0.999999979089516,2.453417733733146,3.924294566640776,33.122686559921526,1.520125554889124
DTXSID6020511,"3,3'-Dimethylbenzidine dihydrochloride",612-82-8,2,79,401,C14H18Cl2N2,284.084704,Active,0.9999995373949839,1.4535789489933437,2.3250308715419234,3.6588748832242466,0.5633475588568344
DTXSID6022345,"o,p'-DDT",789-02-6,1,287,710,C14H9Cl5,351.9146888,Active,0.9999999958068347,2.683894432597107,4.292947016100701,0.48888423179323975,-0.31079397000886
DTXSID6022391,Apigenin,520-36-5,1,169,424,C15H10O5,270.052823422,Active,0.9341700705223622,2.3004481853414624,3.6796164756001772,0.8307873909984892,-0.08051010344812469
DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,1,119,822,C7H7Cl3NO3PS,320.8949844,Active,0.9983597091104297,1.1160455893090075,1.785138984703007,31.841843213680974,1.5029981995920498
DTXSID7020182,Bisphenol A,80-05-7,1,236,981,C15H16O2,228.115029755,Active,0.9999999892978485,2.37056531492707,3.79177033626481,0.3157852058063229,-0.5006082200755992
DTXSID7020392,Diallyl phthalate,131-17-9,1,56,664,C14H14O4,246.089208931,Active,0.9373260747231609,1.109173350316545,1.774146690252709,100.00000000000001,2.0
DTXSID7020768,Kaempferol,520-18-3,1,97,410,C15H10O6,286.047738042,Active,0.9999983182783061,2.042721523711884,3.2673771231224924,2.0882389725931705,0.3197801966960778
DTXSID7020970,Nitrofen,1836-75-5,1,126,696,C12H7Cl2NO3,282.9802985,Active,0.9992242159463446,1.0133619622579628,1.6208943091310923,18.879254319170542,1.275984836812425
DTXSID7021152,4-Phenylphenol,92-69-3,1,138,539,C12H10O,170.073164942,Active,0.9999708674454483,1.6265636908417198,2.601723696091783,0.9420086071745837,-0.02594512902097713
DTXSID7025429,6-Hydroxy-2-naphthyl disulfide,6088-51-3,1,169,408,C20H14O2S2,350.043522039,Active,0.9999400147151034,1.6708201384194665,2.672512838266894,1.602978243681449,0.2049276279603747
DTXSID8020337,Clomiphene citrate (1:1),50-41-9,1,447,806,C32H36ClNO8,597.2129448,Inactive,-0.9999999999738464,-1.8159155476256772,2.9045960738951178,0.04633468827003302,-1.3340937544743112
DTXSID8020620,Fenthion,55-38-9,1,118,752,C10H15O3PS2,278.020023689,Active,0.9999966167610231,1.436399815808866,2.2975524775902896,8.431400745762271,0.9258997318749822
DTXSID8021771,4-(2-Methylbutan-2-yl)phenol,80-46-6,1,127,678,C11H16O,164.120115135,Active,0.999996286831535,1.8878285652236397,3.0196224961591387,3.4391671330017313,0.5364532817181066
DTXSID0047957,Octylparaben,1219-38-1,1,154,406,C15H22O3,250.156894568,Active,0.9999854600697655,1.8513924288734005,2.961342110416978,3.1862926019163997,0.5032856551947889
DTXSID1047310,Farglitazar,196808-45-4,1,351,720,C34H30N2O5,546.215472074,Inactive,5.563092951910448e-12,0.19694935238657826,0.31502473583984214,0.09,-1.0457574905606752
DTXSID2025680,Mono(2-ethylhexyl) phthalate,4376-20-9,1,82,757,C16H22O4,278.151809188,Active,0.999505769895592,2.171115314037154,3.4727457592239364,27.110919716250898,1.4331442509230703
DTXSID3024102,Fenamiphos,22224-92-6,1,125,780,C13H22NO3PS,303.105801744,Active,0.9999989050822213,1.5458249286973353,2.4725803051216695,23.611585278183817,1.3731251465219654
DTXSID3024154,Iprodione,36734-19-7,1,116,742,C13H13Cl2N3O3,329.0333967,Active,0.9547045530586105,0.6363015707657153,1.0177780826183942,6.9662716751625835,0.8430004073492177
DTXSID3024239,Oxadiazon,19666-30-9,1,225,745,C15H18Cl2N2O3,344.0694478,Active,0.9999999385360709,2.231377363248854,3.5691362063314798,14.419540944993692,1.1589514345699878
DTXSID3047425,4-Butylphenol,1638-22-8,1,61,415,C10H14O,150.104465071,Active,0.9999995436186108,1.3931564716832245,2.2283838162317466,3.4666212847150284,0.5399063992156041
DTXSID3047477,dl-Norgestrel,6533-00-2,1,76,395,C21H28O2,312.208930142,Active,0.991961798056571,0.7948325310623716,1.2713517719182938,0.03524579532773348,-1.452892685052161
DTXSID4024276,Propargite,2312-35-8,1,334,771,C19H26O4S,350.155180491,Active,0.9999992808336639,2.5150442579881527,4.022867521001422,12.076884914778901,1.0819549277632081
DTXSID4025082,Diisodecyl phthalate,26761-40-0,1,11,518,C28H46O4,,Inactive,-0.0016035709516001853,-0.13584655116261413,0.21728948776006496,100.0,2.0
DTXSID4047882,Phenylparaben,17696-62-7,1,65,409,C13H10O3,214.062994182,Active,0.9994987528105541,1.490588522796004,2.3842284828539104,43.3138786615267,1.6366270755764178
DTXSID5048184,Melengestrol acetate,2919-66-6,1,84,404,C25H32O4,396.23005951,Inactive,-2.6032477717023184e-05,-0.3924117104273407,0.6276709921604092,63.0,1.7993405494535817
DTXSID5048186,Tetrac,67-30-1,1,280,747,C14H8I4O4,747.66014,Inactive,-1.959687420945475e-06,-0.07971005321680762,0.12749794885903784,0.65,-0.1870866433571444
DTXSID7024245,Pendimethalin,40487-42-1,1,146,703,C13H19N3O4,281.137556104,Active,0.9999999991320485,1.6994654777270455,2.7183316761511644,2.771711873505898,0.44274808227088935
DTXSID7047433,Equilin,474-86-2,1,137,571,C18H20O2,268.146329884,Active,0.9999999996920991,2.867546927027174,4.58670314092715,0.008955997373815656,-2.0478860424419953
DTXSID8024238,Oryzalin,19044-88-3,1,336,815,C12H18N4O6S,346.09470549,Active,0.999532037060975,0.7877091084996278,1.2599577039312144,4.001539043009741,0.6022270586611822
DTXSID8024280,Propiconazole,60207-90-1,1,252,800,C15H17Cl2N3O2,341.0697822,Active,0.9999989484686184,1.2252525005938217,1.9598177940643937,9.078965427896595,0.9580363623366535
DTXSID9047540,3-Hydroxyfluorene,6344-67-8,2,190,662,C13H10O,182.073164942,Active,0.9997225792161948,1.8361184702696516,2.936911084287325,6.116274816132275,0.7864869908750775
DTXSID9047592,9-Phenanthrol,484-17-3,1,327,678,C14H10O,194.073164942,Inactive,-0.9962083232279454,-1.6885940808653341,2.7009426424576266,59.38752045324107,1.7736951929996163
DTXSID9047598,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",41481-66-7,1,334,740,C18H18O4S,330.092580234,Active,0.9999999924793573,1.8461850070261578,2.953012726887885,2.7112348144733436,0.4331671325616131
DTXSID9048196,4-tert-Butylbenzenethiol,2396-68-1,1,20,389,C10H14S,166.081621625,Inactive,7.198044460392037e-08,0.32314066053783375,0.5168704542131842,3.2149808933157766,0.5071783962486753
DTXSID0022436,"4,4-Bis(4-hydroxyphenyl)valeric acid",126-00-1,1,33,518,C17H18O4,286.12050906,Active,0.9999410562652628,1.0539953185588673,1.6858882386864096,17.392268525279125,1.2403562320174442
DTXSID0032520,Azoxystrobin,131860-33-8,1,274,883,C22H17N3O5,403.116820659,Inactive,-0.016143140194131794,-0.4536433849233827,0.7256123758176899,1.0,0.0
DTXSID0032655,Triticonazole,131983-72-7,1,100,767,C17H20ClN3O,317.12949,Active,0.9999980959804211,1.0273566866801627,1.643279172604019,13.359213132904742,1.1257808786409196
DTXSID0034192,17beta-Trenbolone,10161-33-8,1,189,717,C18H22O2,270.161979948,Inactive,0.4772541178395671,0.6348204268924575,1.0154089610561259,0.034345516924019145,-1.464129942803062
DTXSID1022394,Biochanin A,491-80-5,1,152,431,C16H12O5,284.068473486,Active,0.9999998984822464,2.1798873212359053,3.4867767738837245,0.27555634208388446,-0.5597895889922092
DTXSID1022396,Chrysin,480-40-0,1,127,423,C15H10O4,254.057908802,Active,0.999993707727477,1.8357027812590712,2.9362461807516556,2.4569308122149147,0.39039292681123616
DTXSID1022508,4-Dodecylphenol,104-43-8,1,200,407,C18H30O,262.229665586,Active,0.999983403074226,1.915397598831753,3.063719759869398,0.5455580494307862,-0.263159032048743
DTXSID1034187,Tamoxifen,10540-29-1,1,371,750,C26H29NO,371.224914558,Inactive,-0.9999295356019232,-1.959384136473736,3.134077175282353,0.04275245748085449,-1.369038916264471
DTXSID2022381,meso-Hexestrol,84-16-2,1,335,722,C18H22O2,270.161979948,Active,0.999999999648307,3.0530827065022073,4.883471620791137,6.338206733533038e-05,-4.1980335995148605
DTXSID2045232,Tiratricol,51-24-1,1,212,688,C14H9I3O4,621.76349,Active,0.9946025409327776,0.9665979374988293,1.546094243185012,0.683792649057546,-0.16507557228891884
DTXSID3022320,Triphenylethylene,58-72-0,1,65,436,C20H16,256.1252005152,Active,0.9999681840828267,3.0108441651443707,4.815910163125641,0.04612468549798191,-1.336066582067716
DTXSID3031864,Perfluorooctanesulfonic acid,1763-23-1,1,303,1055,C8HF17O3S,499.937493837,Inactive,2.125063753121862e-05,0.17990469155397776,0.2877614333145803,100.0,2.0
DTXSID3034165,Nilutamide,63612-50-0,1,116,648,C12H10F3N3O4,317.062340303,Active,0.9999251156299448,1.1733439333525069,1.876788921489465,36.321020256513286,1.5601580393410786
DTXSID3036496,Levonorgestrel,797-63-7,1,85,671,C21H28O2,312.208930142,Active,0.9999999867412496,2.2071229940563093,3.530340819825989,0.11398451663912325,-0.9431541380922794
DTXSID3037094,4-Hydroxytamoxifen,68392-35-8,1,361,715,C26H29NO2,387.219829178,Inactive,-0.999933098986281,-1.974758418023287,3.158668670127018,0.02797484609587106,-1.5532322940720986
DTXSID4032613,Fenitrothion,122-14-5,1,145,787,C9H12NO5PS,277.017380662,Active,0.9999999999996462,2.516567719155442,4.025304329987955,32.54065846339748,1.5124263366809492
DTXSID4034497,Metconazole,125116-23-6,1,121,468,C17H22ClN3O,319.14514,Inactive,0.8453946214404583,0.679481590440379,1.0868454551521722,3.6292481469611158,0.5598166637562261
DTXSID5029055,"4-Nonylphenol, branched",84852-15-3,1,344,796,,,Active,0.9999999908114249,2.495264209032479,3.9912289061918163,0.7678094526728249,-0.11474654548980859
DTXSID5031131,Dipentyl phthalate,131-18-0,1,91,716,C18H26O4,306.183109317,Active,0.9888354134135193,0.8261766128115239,1.321487306529181,72.07858348864033,1.857806243160908
DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",131-55-5,1,146,737,C13H10O5,246.052823422,Active,0.9999999574796872,3.0834475157104855,4.932040787857446,3.019737168878774,0.47996914458861195
DTXSID6041422,7-(Dimethylamino)-4-methylcoumarin,87-01-4,1,96,409,C12H13NO2,203.094628663,Active,0.9999991275034875,1.311176408455597,2.0972549374135756,19.078189666406384,1.280537162024726
DTXSID6043915,"17-((1-Oxohexyl)oxy)pregn-4-ene-3,20-dione",630-56-8,1,161,407,C27H40O4,428.292659768,Inactive,-0.9286165612985476,-0.831816646256069,1.3305086616362964,147.32836066483392,2.168286356446613
DTXSID7032638,Pyraclostrobin,175013-18-0,1,355,851,C19H18ClN3O4,387.0985838,Active,0.9449571083843671,0.8027566123019867,1.2840265107231386,2.643923630629727,0.4222489064584209
DTXSID7034545,Dimethomorph,110488-70-5,1,129,727,C21H22ClNO4,387.1237359,Active,0.9988064771341202,0.975649039026546,1.560571675241919,6.7431158180002315,0.8288606190695573
DTXSID7041544,Tonalide,21145-77-7,1,98,449,C18H26O,258.198365457,Active,0.9999997766039153,1.401694051713962,2.242039859581488,25.657256934601847,1.4092102232842094
DTXSID7041889,Diphenyl phosphite,4712-55-4,1,22,395,C12H11O3P,234.044581212,Active,0.9997307788019959,1.4542931047684493,2.326173179103106,7.746921241794217,0.8891291407830344
DTXSID8031865,Perfluorooctanoic acid,335-67-1,1,97,959,C8HF15O2,413.973701717,Active,0.9999956284977776,1.919007847685931,3.0694944307572265,26.55462766475747,1.424140216345444
DTXSID8032386,Ethalfluralin,55283-68-6,1,116,760,C13H14F3N3O4,333.093640432,Active,0.9995797592558405,1.7080001668036755,2.731983095357475,44.248178131007805,1.6458953938148884
DTXSID8033562,Hydroxyflutamide,52806-53-8,1,130,676,C11H11F3N2O4,292.067091331,Active,0.9759308756308221,1.477921948576441,2.3639680242681855,100.0,2.0
DTXSID8034324,Phoxim,14816-18-3,1,75,412,C12H15N2O3PS,298.054100523,Active,0.9999978938028139,2.1194291852507763,3.3900726817539835,6.260848044743279,0.7966331632755594
DTXSID8044836,"2,4,4'-Trihydroxybenzophenone",1470-79-7,1,108,508,C13H10O4,230.057908802,Active,0.9999999399236122,3.0221065421966973,4.833924578064533,3.48025174370635,0.5416106597362952
DTXSID9036515,Testosterone propionate,57-85-2,1,263,673,C22H32O3,344.23514489,Active,0.9999999769024147,2.5268474321004253,4.041746952498571,0.010526950129586342,-1.9776974344883915
DTXSID9041653,Methyl 3-methylorsellinate,4707-47-5,1,47,405,C10H12O4,196.073558866,Active,0.9999995421769755,1.3264345025502196,2.121660587918804,10.51986128682432,1.0220100133192471
DTXSID3020122,Azinphos-methyl,86-50-0,1,176,835,C10H12N3O3PS2,317.005770604,Active,0.9999998402131249,1.1947755003337883,1.9110691749916957,24.68900640465884,1.3925036123435648
DTXSID3020205,Benzyl butyl phthalate,85-68-7,1,107,769,C19H20O4,312.136159124,Active,0.9999949832478757,1.5480497598892453,2.4761389705857932,52.016146939817155,1.7161381789872872
DTXSID6040747,17alpha-Hydroxyprogesterone,68-96-2,1,86,652,C21H30O3,330.219494826,Active,0.9998245218408949,1.0900166419646817,1.7435051221796072,14.860932899356749,1.1720460732419011
DTXSID1020560,Endosulfan,115-29-7,1,345,810,C9H6Cl6O3S,403.8168814,Active,0.9999857467476287,1.486173610841838,2.3771667359871964,1.036586584355384,0.015605583841607745
DTXSID2037712,"4,4',4''-Ethane-1,1,1-triyltriphenol",27955-94-8,1,295,648,C20H18O3,306.12559444,Inactive,2.4193908260138137e-10,0.14129093586662325,0.22599789848803967,0.07438185786528564,-1.1285329782953448
DTXSID4020373,"p,p'-DDD",72-54-8,1,315,703,C14H10Cl4,317.9536611,Active,0.9999994089188039,1.8745296902206046,2.9983506588363382,9.281834626856936,0.967633826388194
DTXSID4020375,DDT,50-29-3,1,268,713,C14H9Cl5,351.9146888,Active,0.9999865366352215,3.7660487423974685,6.023876168452855,24.048011375273223,1.3810791686743542
DTXSID4020379,Dehydroepiandrosterone,53-43-0,1,77,423,C19H28O2,288.208930142,Active,0.9999999997616609,2.5505673293823006,4.079687439658458,1.079606317914856,0.03326541740683042
