DTXSID,Preferred Name,CASRN,QC Level,ToxCast: # Active,ToxCast: Total,Molecular Formula,Monoisotopic Mass,Hit Call,Continuous Hit Call,Top,Scaled Top,AC50,Log AC50
DTXSID1021952,Triphenyl phosphate,115-86-6,1,186,748,C18H15O4P,326.070795961,Active,0.9999997702560307,1.3372326111084178,1.8116024500207848,0.9908446321642809,-0.00399443904008101
DTXSID1047310,Farglitazar,196808-45-4,1,351,720,C34H30N2O5,546.215472074,Inactive,-4.581113506664385e-05,-0.13031190857675692,0.1765387494168712,0.1,-1.0
DTXSID2020347,Coumaphos,56-72-4,1,197,818,C14H16ClO5PS,362.0144595,Inactive,0.14492863521393398,0.6584973751660872,0.89209270569189,0.6237106863871483,-0.20501681487269233
DTXSID2020420,Propyzamide,23950-58-5,1,87,742,C12H11Cl2NO,255.0217694,Inactive,0.6640673268339361,1.0687479885318618,1.447875603986546,27.014244496791896,1.431592826198279
DTXSID2021781,"Dibutyl 1,2-benzenedicarboxylate",84-74-2,1,102,826,C16H22O4,278.151809188,Active,0.9969561343468688,0.8412829226603699,1.1397195904375133,19.93397499513459,1.299593909153082
DTXSID3020465,Diethylstilbestrol,56-53-1,1,423,838,C18H20O2,268.146329884,Active,0.9999999617231291,2.3876670105477356,3.2346679031082832,5.305009726246684e-05,-4.275313815522981
DTXSID3020625,Finasteride,98319-26-7,1,44,447,C23H36N2O2,372.277678407,Inactive,0.09203894247494886,0.6604575487656394,0.8947482311897849,2.434133253012217,0.38634434935166395
DTXSID3021770,"2,2',6,6'-Tetrachlorobisphenol A",79-95-8,1,241,566,C15H12Cl4O2,363.9591404,Active,0.9962008246940648,1.3302224075505418,1.802105447154495,2.9017384853573205,0.46265826975438595
DTXSID3021986,Tributyl phosphate,126-73-8,1,93,771,C12H27O4P,266.164696347,Inactive,3.224175800661837e-10,0.5121171022696909,0.6937855010881858,0.7225609600740438,-0.14112550703929816
DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",131-55-5,1,146,737,C13H10O5,246.052823422,Active,0.9999628172495008,2.3103632650789985,3.1299414302989894,0.6430126473501656,-0.1917804848979088
DTXSID7041544,Tonalide,21145-77-7,1,98,449,C18H26O,258.198365457,Active,0.9948285335980176,0.8787813483557936,1.1905202060502627,3.1525726895348614,0.4986651089802301
DTXSID8044836,"2,4,4'-Trihydroxybenzophenone",1470-79-7,1,108,508,C13H10O4,230.057908802,Active,0.9999999914361132,2.8130784198754415,3.8109897374719113,1.27004728739258,0.103819891248349
DTXSID3020205,Benzyl butyl phthalate,85-68-7,1,107,769,C19H20O4,312.136159124,Active,0.9999973631937802,1.3658722353495152,1.850401693332568,7.816308058556167,0.8930016675856609
DTXSID2022381,meso-Hexestrol,84-16-2,1,335,722,C18H22O2,270.161979948,Active,0.9999897781149304,2.6402612137732273,3.5768673631147583,3.9240064142085554e-05,-4.406270291390686
DTXSID3022320,Triphenylethylene,58-72-0,1,65,436,C20H16,256.1252005152,Active,0.9999806943729828,2.4015958997051943,3.253537925805983,0.033596728558421995,-1.4737030094612216
DTXSID1023998,Cypermethrin,52315-07-8,1,136,857,C22H19Cl2NO3,415.0741989,Active,0.9931073231606521,0.7630232312007561,1.033698059397681,1.4498578731834457,0.1613254312574244
DTXSID1024259,Phosalone,2310-17-0,1,180,788,C12H15ClNO4PS2,366.986865,Inactive,-0.427478495209418,-0.837268266418302,1.1342807752129183,181.84918179665988,2.2597113513517146
DTXSID1026081,"3,3',5,5'-Tetrabromobisphenol A",79-94-7,1,309,747,C15H12Br4O2,539.757082,Inactive,3.864651552254261e-11,0.5846495412866476,0.7920480944003441,2.6330736030733246,0.4204629992358907
DTXSID2023270,Metformin,657-24-9,1,5,461,C4H11N5,129.101445374,Inactive,-0.9992830880583189,-1.1734538341760536,1.5897247968081956,13.185797589126146,1.1201064047460507
DTXSID0028038,3-Iodo-2-propynyl-N-butylcarbamate,55406-53-6,1,324,800,C8H12INO2,280.99127,Inactive,-1.620373902897838e-06,-0.5932292977185333,0.8036714332596187,3.0160961061428324,0.47944517595851815
DTXSID0032572,Prallethrin,23031-36-9,1,218,792,C19H24O3,300.172544633,Inactive,-0.9989952939216366,-1.604664949511612,2.173903724639292,179.07338750066378,2.253031049163527
DTXSID1032648,Z-Tetrachlorvinphos,22248-79-9,1,144,515,C10H9Cl4O4P,363.8992566,Inactive,0.018747097908373426,0.4020682524515217,0.544697927021836,2.914881963298495,0.46462097291114257
DTXSID1033664,17-Methyltestosterone,58-18-4,1,160,708,C20H30O2,302.224580206,Active,0.9999999192169067,2.4738422737001535,3.3514129754025523,0.0011712521955330605,-2.931349582010676
DTXSID2025680,Mono(2-ethylhexyl) phthalate,4376-20-9,1,82,757,C16H22O4,278.151809188,Inactive,0.026322330000184795,0.6283267036343758,0.8512192914395141,12.688201535678743,1.1034000682347254
DTXSID2032390,Fenarimol,60168-88-9,1,291,791,C17H12Cl2N2O,330.0326684,Active,0.9999494156632588,1.1231602112439607,1.5215900162417246,2.2222954387938962,0.3468017948878184
DTXSID2032500,Triflumizole,68694-11-1,1,391,805,C15H15ClF3N3O,345.0855743,Inactive,-2.7479849698854713e-05,-0.02113722459355742,0.028635442736165532,11.1,1.0453229787866574
DTXSID3024154,Iprodione,36734-19-7,1,116,742,C13H13Cl2N3O3,329.0333967,Active,0.959477598851292,1.0556786527448527,1.4301700525849355,10.332002814820434,1.014184515819206
DTXSID3024239,Oxadiazon,19666-30-9,1,225,745,C15H18Cl2N2O3,344.0694478,Active,0.992322679811491,0.9478321204348341,1.2840660460447935,6.884083868121492,0.837846152655014
DTXSID3027403,Tributyltin chloride,1461-22-9,1,557,828,C12H27ClSn,326.082331,Inactive,0.1673144779093479,0.586605486784531,0.794697891919966,0.3335,-0.4769041617474322
DTXSID4024276,Propargite,2312-35-8,1,334,771,C19H26O4S,350.155180491,Active,0.9999919152761766,1.5055198128185057,2.039587846422712,5.289995719680399,0.7234553206325515
DTXSID5032498,Triclosan,3380-34-5,1,374,882,C12H7Cl3O2,287.9511626,Active,0.9976908115114544,1.4760036882698588,1.9996011731220025,8.520973297870746,0.9304892043620658
DTXSID2023569,Rosiglitazone maleate,155141-29-0,1,103,536,C22H23N3O7S,473.125671267,Inactive,0.34405073346829196,0.7526703075411608,1.0196725400446534,0.05040641176200061,-1.2975142172102943
DTXSID2024163,Linuron,330-55-2,1,128,799,C9H10Cl2N2O2,248.011933,Active,0.9815883971947517,0.8530524692040806,1.1556642654155986,9.613159881418937,0.9828661653476094
DTXSID3022536,4-Cumylphenol,599-64-4,1,297,724,C15H16O,212.120115135,Active,0.9998465630312882,1.9815906316150151,2.6845400069898115,0.2997702687383478,-0.5232114427458033
DTXSID4020373,"p,p'-DDD",72-54-8,1,315,703,C14H10Cl4,317.9536611,Active,0.9999999938992639,2.7125738804710418,3.6748322220847403,16.41457576464559,1.2152296628524857
DTXSID4020375,DDT,50-29-3,1,268,713,C14H9Cl5,351.9146888,Active,0.9999784089342163,1.1484612544388237,1.5558663504106192,1.116275505207574,0.04777139498225968
DTXSID4022361,Vinclozolin,50471-44-8,1,112,836,C12H9Cl2NO3,284.9959486,Active,0.9673148174320422,1.0760822215497667,1.4578115825095694,100.00000000000001,2.0
DTXSID4022367,Estrone,53-16-7,1,121,686,C18H22O2,270.161979948,Active,0.9999892134366901,2.304657404462088,3.1222114729324066,0.0028439987214157387,-2.546070603189182
DTXSID4022448,Metolachlor,51218-45-2,1,105,759,C15H22ClNO2,283.1339067,Active,0.9999990505545504,1.7898086089629968,2.4247252378761903,24.606099167829434,1.3910427699740755
DTXSID4022525,2-Ethylhexyl p-hydroxybenzoate,5153-25-3,1,190,441,C15H22O3,250.156894568,Active,0.9999860329262786,1.7832712896723293,2.415868870221707,1.5247300567385937,0.18319296155423537
DTXSID4024270,Prochloraz,67747-09-5,1,325,853,C15H16Cl3N3O2,375.0308099,Inactive,0.8407844133346031,0.8365889909344381,1.1333605335731434,26.644059605111472,1.425600396540971
DTXSID5024211,Napropamide,15299-99-7,1,161,768,C17H21NO2,271.15722892,Inactive,0.48422474489620504,0.6850357242383094,0.9280452675718266,1.9415247392210393,0.28814292876758385
DTXSID3047477,dl-Norgestrel,6533-00-2,1,76,395,C21H28O2,312.208930142,Active,0.9997900007958401,1.062962915073648,1.440038333818745,0.033798797328537446,-1.4710987530617663
DTXSID4021395,Trifluralin,1582-09-8,1,99,762,C13H16F3N3O4,335.109290496,Inactive,1.685340987510145e-09,0.4426980591124211,0.5997407495489845,26.22704002656542,1.4187492790513903
DTXSID5020154,Clorophene,120-32-1,1,340,868,C13H11ClO,218.0498427,Active,0.9983230391283722,1.367154607073005,1.8521389735460574,2.7717812150554786,0.44275894713600955
DTXSID5020366,Cyproterone acetate,427-51-0,1,176,698,C24H29ClO4,416.1754371,Active,0.9986125848984204,1.074570834449807,1.4557640460148176,7.280631512775646,0.8621690511013309
DTXSID5020576,17alpha-Ethinylestradiol,57-63-6,1,220,734,C20H24O2,296.177630013,Active,0.9999999999969237,2.8887516542273555,3.913507291720975,7.076460272944009e-05,-4.150183927105054
DTXSID5020607,Di(2-ethylhexyl) phthalate,117-81-7,1,88,813,C24H38O4,390.277009704,Inactive,0.5544676139020518,0.77519278648841,1.0501846422043202,19.842514521775556,1.2975967068168912
DTXSID6020220,tert-Butylhydroquinone,1948-33-0,1,202,728,C10H14O2,166.099379691,Active,0.9608755354641649,1.0130301724527866,1.3723924522295803,8.746208375497451,0.9418198200532786
DTXSID6022345,"o,p'-DDT",789-02-6,1,287,710,C14H9Cl5,351.9146888,Active,0.9999999990007651,2.273261953753427,3.0796788013905623,0.5102591626471529,-0.2922091879810831
DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,1,119,822,C7H7Cl3NO3PS,320.8949844,Active,0.9686530802995958,0.9972095529852704,1.3509596268930502,27.06926932075524,1.4324765330425109
DTXSID7020182,Bisphenol A,80-05-7,1,236,981,C15H16O2,228.115029755,Active,0.9999999938045216,1.8797575774863695,2.5465826996222924,0.16000710571232318,-0.7958607304495197
DTXSID7047433,Equilin,474-86-2,1,137,571,C18H20O2,268.146329884,Active,0.9994454410260826,2.099089443172009,2.843720341901583,0.0012355509673441156,-2.908139334940363
DTXSID8020337,Clomiphene citrate (1:1),50-41-9,1,447,806,C32H36ClNO8,597.2129448,Inactive,-0.9998279702329294,-2.0568628032565552,2.786514225559884,0.08245113704220197,-1.0838033508411842
DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",2971-36-0,1,394,861,C14H11Cl3O2,315.9824627,Active,0.9930820742166542,0.8588060487948808,1.1634588695828147,0.0299534298518268,-1.5235534410397231
DTXSID8020620,Fenthion,55-38-9,1,118,752,C10H15O3PS2,278.020023689,Active,0.9840600707388233,1.3741172451225903,1.8615715375176922,26.532701861768103,1.4237814770426407
DTXSID8022292,Permethrin,52645-53-1,1,103,803,C21H20Cl2O3,390.0789499,Inactive,0.00010885603233161205,0.3733019443131576,0.5057270599725219,1.8040698416411205,0.2562533465386358
DTXSID9020160,Bifenthrin,82657-04-3,1,149,825,C23H22ClF3O2,422.1260421,Active,0.991256205402005,1.082371395914355,1.4663317783175764,21.8110439654376,1.3386764531797166
DTXSID9020827,Methoxychlor,72-43-5,1,233,840,C16H15Cl3O2,344.0137628,Active,0.9999993282790399,1.6327171741894935,2.2119071942920847,0.8211350052817081,-0.08558543334502512
DTXSID9032379,Dithiopyr,97886-45-8,1,153,708,C15H16F5NO2S2,401.054261922,Active,0.999882090708498,1.245904853642911,1.6878770878025564,6.122572468700124,0.7869339342737323
DTXSID9047598,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",41481-66-7,1,334,740,C18H18O4S,330.092580234,Active,0.9890757364763114,1.2387480747162547,1.6781815134274738,1.3552075244867763,0.13200580431633513
DTXSID5032573,Pyridaben,96489-71-3,1,298,826,C19H25ClN2OS,364.1376123,Inactive,0.5769202767196803,0.7602405285767122,1.0299282209645466,0.23969182256873747,-0.6203467822944795
DTXSID5035957,Cyfluthrin,68359-37-5,1,137,823,C22H18Cl2FNO3,433.064777,Inactive,0.5122619635611896,0.7769181587429926,1.0525220729382363,45.43709630756278,1.657410569668275
DTXSID6032562,Octylbicycloheptenedicarboximide,113-48-4,1,183,782,C17H25NO2,275.188529049,Active,0.9940816302698312,1.0317045343800662,1.39769135650323,2.6968902201161185,0.430863268377938
DTXSID6034186,Spironolactone,52-01-7,1,219,692,C24H32O4S,416.202130684,Inactive,0.2228561638230836,0.7272926550743375,0.9852924202339604,100.0,2.0
DTXSID7032004,Flutamide,13311-84-7,1,208,723,C11H11F3N2O3,276.072176711,Inactive,0.7046126214022803,0.815726044360918,1.1050966662300388,25.06753318595589,1.3991115985598024
DTXSID7037717,Bisphenol AF,1478-61-1,1,417,807,C15H10F6O2,336.05849854,Active,0.9998011253178087,1.8822288229993112,2.549930594662137,0.1323058907112129,-0.8784208191048559
DTXSID8024238,Oryzalin,19044-88-3,1,336,815,C12H18N4O6S,346.09470549,Active,0.9910772413443718,1.121627770473198,1.5195139574978953,13.168360705381144,1.119531714147896
DTXSID8024280,Propiconazole,60207-90-1,1,252,800,C15H17Cl2N3O2,341.0697822,Inactive,0.8769478670956123,0.792346806733887,1.0734238788533976,4.002972701152158,0.6023826283815463
DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",88-58-4,1,255,686,C14H22O2,222.161979948,Inactive,-2.5104250054210403e-05,-0.2592159921421911,0.35117026203849344,100.0,2.0
DTXSID9033923,Procymidone,32809-16-8,1,63,696,C13H11Cl2NO2,283.016684,Inactive,0.5020668340801663,0.7404610828833946,1.0031322155572555,20.00011734804264,1.3010325438368746
DTXSID9040716,4-(2-Methylbutan-2-yl)cyclohexanol,5349-51-9,1,30,648,C11H22O,170.167065328,Active,0.9425672530770145,0.9485648222670642,1.2850586664934545,10.0,1.0
DTXSID8022406,"2,4-Dihydroxybenzophenone",131-56-6,1,95,584,C13H10O3,214.062994182,Active,0.9999973281638586,2.2746134020793414,3.0815096624374476,3.146574609458945,0.4978380339039912
DTXSID8023848,Acetochlor,34256-82-1,1,177,734,C14H20ClNO2,269.1182566,Inactive,0.11843249195008566,0.6897160523421715,0.9343858950658193,11.219701688760278,1.0499813099818538
DTXSID8024151,Imazalil,35554-44-0,1,352,830,C14H14Cl2N2O,296.0483185,Active,0.9986353198441863,1.6273082380993107,2.204579492446062,25.774763967707266,1.4111946969238707
DTXSID8024523,"4-Androstene-3,17-dione",63-05-8,1,144,699,C19H26O2,286.193280077,Active,0.9999997393182076,1.8696229946040965,2.5328529752445377,0.003304878168069251,-2.480844545833558
DTXSID9020374,"p,p'-DDE",72-55-9,1,232,712,C14H8Cl4,315.9380111,Active,0.9916956381365261,1.0153356485858818,1.3755157728669059,4.530288325205038,0.6561258430858505
DTXSID9022360,"4-(1,1,3,3-Tetramethylbutyl)phenol",140-66-9,1,315,709,C14H22O,206.167065328,Active,0.9999991655599648,2.2491407005071737,3.0470007758058713,2.785785552721192,0.4449476817740856
DTXSID9022364,5alpha-Dihydrotestosterone,521-18-6,1,145,709,C19H30O2,290.224580206,Inactive,6.751054104019705e-11,0.24529041474524538,0.33230472591508853,0.000942174969855978,-3.025868437560981
DTXSID9022366,Estriol,50-27-1,1,73,562,C18H24O3,288.172544633,Active,0.999999999439865,2.1065527729664133,2.853831212986045,0.007888065987057484,-2.103029464991912
DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",13674-87-8,1,237,790,C9H15Cl6O4P,427.8839122,Active,0.9999384925350124,1.2325286213262787,1.6697557714096125,2.7780062593064874,0.4437332199398277
